id,device_id,name,description,msb,lsb,min,max
elektron_analog_rytm_mkii_nrpn_49,elektron_analog_rytm_mkii,LFO: Multiplier,,1,33,0,23
elektron_analog_rytm_mkii_nrpn_50,elektron_analog_rytm_mkii,LFO: Fade In/Out,,1,34,0,127
elektron_analog_rytm_mkii_nrpn_51,elektron_analog_rytm_mkii,LFO: Destination,,1,35,0,41
elektron_analog_rytm_mkii_nrpn_52,elektron_analog_rytm_mkii,LFO: Waveform,,1,36,0,6
elektron_analog_rytm_mkii_nrpn_53,elektron_analog_rytm_mkii,LFO: Start Phase,,1,37,0,127
elektron_analog_rytm_mkii_nrpn_54,elektron_analog_rytm_mkii,LFO: Trig Mode,,1,38,0,4
elektron_analog_rytm_mkii_nrpn_55,elektron_analog_rytm_mkii,LFO: Depth,,1,39,0,127
elektron_analog_rytm_mkii_nrpn_56,elektron_analog_rytm_mkii,Delay: Time,,2,0,0,127
elektron_analog_rytm_mkii_nrpn_57,elektron_analog_rytm_mkii,Delay: Pingpong,,2,1,0,1
elektron_analog_rytm_mkii_nrpn_58,elektron_analog_rytm_mkii,Delay: Stereo Width,,2,2,0,127
elektron_analog_rytm_mkii_nrpn_59,elektron_analog_rytm_mkii,Delay: Feedback,,2,3,0,127
elektron_analog_rytm_mkii_nrpn_60,elektron_analog_rytm_mkii,Delay: Highpass Filter,,2,4,0,127
elektron_analog_rytm_mkii_nrpn_61,elektron_analog_rytm_mkii,Delay: Lowpass Filter,,2,5,0,127
elektron_analog_rytm_mkii_nrpn_62,elektron_analog_rytm_mkii,Delay: Reverb Send,,2,6,0,127
elektron_analog_rytm_mkii_nrpn_63,elektron_analog_rytm_mkii,Delay: Mix Volume,,2,7,0,127
elektron_analog_rytm_mkii_nrpn_64,elektron_analog_rytm_mkii,Reverb: Predelay,,2,8,0,127
elektron_analog_rytm_mkii_nrpn_65,elektron_analog_rytm_mkii,Reverb: Decay Time,,2,9,0,127
elektron_analog_rytm_mkii_nrpn_66,elektron_analog_rytm_mkii,Reverb: Shelving Frequency,,2,10,0,127
elektron_analog_rytm_mkii_nrpn_67,elektron_analog_rytm_mkii,Reverb: Shelving Gain,,2,11,0,127
elektron_analog_rytm_mkii_nrpn_68,elektron_analog_rytm_mkii,Reverb: Highpass Filter,,2,12,0,127
elektron_analog_rytm_mkii_nrpn_69,elektron_analog_rytm_mkii,Reverb: Lowpass Filter,,2,13,0,127
elektron_analog_rytm_mkii_nrpn_70,elektron_analog_rytm_mkii,Reverb: Mix Volume,,2,15,0,127
elektron_analog_rytm_mkii_nrpn_71,elektron_analog_rytm_mkii,Distortion: Amount,,2,16,0,127
elektron_analog_rytm_mkii_nrpn_72,elektron_analog_rytm_mkii,Distortion: Symmetry,,2,17,0,127
elektron_analog_rytm_mkii_nrpn_73,elektron_analog_rytm_mkii,Distortion: Overdrive,,2,18,0,127
elektron_analog_rytm_mkii_nrpn_74,elektron_analog_rytm_mkii,Distortion: Delay Dist/Comp Routing,,2,22,0,1
elektron_analog_rytm_mkii_nrpn_75,elektron_analog_rytm_mkii,Distortion: Reverb Dist/Comp Routing,,2,23,0,1
elektron_analog_rytm_mkii_nrpn_76,elektron_analog_rytm_mkii,Compressor: Threshold,,2,24,0,127
elektron_analog_rytm_mkii_nrpn_77,elektron_analog_rytm_mkii,Compressor: Attack Time,,2,25,0,6
elektron_analog_rytm_mkii_nrpn_78,elektron_analog_rytm_mkii,Compressor: Release Time,,2,26,0,7
elektron_analog_rytm_mkii_nrpn_79,elektron_analog_rytm_mkii,Compressor: Makeup Gain,,2,27,0,127
elektron_analog_rytm_mkii_nrpn_80,elektron_analog_rytm_mkii,Compressor: Ratio,,2,28,0,3
elektron_analog_rytm_mkii_nrpn_81,elektron_analog_rytm_mkii,Compressor: Sidechain EQ,,2,29,0,3
elektron_analog_rytm_mkii_nrpn_82,elektron_analog_rytm_mkii,Compressor: Dry/Wet Mix,,2,30,0,127
elektron_analog_rytm_mkii_nrpn_83,elektron_analog_rytm_mkii,Compressor: Output Volume,,2,31,0,127
elektron_analog_rytm_mkii_nrpn_84,elektron_analog_rytm_mkii,General: Parameter 1,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_85,elektron_analog_rytm_mkii,General: Parameter 2,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_86,elektron_analog_rytm_mkii,General: Parameter 3,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_87,elektron_analog_rytm_mkii,General: Parameter 4,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_88,elektron_analog_rytm_mkii,General: Parameter 5,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_89,elektron_analog_rytm_mkii,General: Parameter 6,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_90,elektron_analog_rytm_mkii,General: Parameter 7,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_91,elektron_analog_rytm_mkii,General: Parameter 8,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_92,elektron_analog_rytm_mkii,BD Plastic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_93,elektron_analog_rytm_mkii,BD Plastic: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_94,elektron_analog_rytm_mkii,BD Plastic: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_95,elektron_analog_rytm_mkii,BD Plastic: Decay Time,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_96,elektron_analog_rytm_mkii,BD Plastic: Modulation Type,,1,5,0,1
elektron_analog_rytm_mkii_nrpn_97,elektron_analog_rytm_mkii,BD Plastic: Modulation Level,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_98,elektron_analog_rytm_mkii,BD Plastic: Tick Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_99,elektron_analog_rytm_mkii,BD Plastic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_100,elektron_analog_rytm_mkii,BD Sharp: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_101,elektron_analog_rytm_mkii,BD Sharp: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_102,elektron_analog_rytm_mkii,BD Sharp: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_103,elektron_analog_rytm_mkii,BD Sharp: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_104,elektron_analog_rytm_mkii,BD Sharp: Hold Time,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_105,elektron_analog_rytm_mkii,BD Sharp: Tick Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_106,elektron_analog_rytm_mkii,BD Sharp: Waveform,,1,7,0,11
elektron_analog_rytm_mkii_nrpn_107,elektron_analog_rytm_mkii,BD Sharp: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_108,elektron_analog_rytm_mkii,BD Hard: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_109,elektron_analog_rytm_mkii,BD Hard: Sweep Depth,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_110,elektron_analog_rytm_mkii,BD Hard: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_111,elektron_analog_rytm_mkii,BD Hard: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_112,elektron_analog_rytm_mkii,BD Hard: Waveform,,1,6,0,2
elektron_analog_rytm_mkii_nrpn_113,elektron_analog_rytm_mkii,BD Hard: Hold,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_114,elektron_analog_rytm_mkii,BD Hard: Transient Tick,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_115,elektron_analog_rytm_mkii,BD Hard: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_116,elektron_analog_rytm_mkii,BD Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_117,elektron_analog_rytm_mkii,BD Classic: Sweep Depth,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_118,elektron_analog_rytm_mkii,BD Classic: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_119,elektron_analog_rytm_mkii,BD Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_120,elektron_analog_rytm_mkii,BD Classic: Waveform,,1,6,0,2
elektron_analog_rytm_mkii_nrpn_121,elektron_analog_rytm_mkii,BD Classic: Hold,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_122,elektron_analog_rytm_mkii,BD Classic: Transient Tick,,1,7,0,55
elektron_analog_rytm_mkii_nrpn_123,elektron_analog_rytm_mkii,BD Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_124,elektron_analog_rytm_mkii,BD FM: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_125,elektron_analog_rytm_mkii,BD FM: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_126,elektron_analog_rytm_mkii,BD FM: FM Decay Time,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_127,elektron_analog_rytm_mkii,BD FM: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_128,elektron_analog_rytm_mkii,BD FM: FM Tune,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_129,elektron_analog_rytm_mkii,BD FM: FM Sweep Time,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_130,elektron_analog_rytm_mkii,BD FM: FM Amount,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_131,elektron_analog_rytm_mkii,BD FM: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_132,elektron_analog_rytm_mkii,BD Silky: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_133,elektron_analog_rytm_mkii,BD Silky: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_134,elektron_analog_rytm_mkii,BD Silky: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_135,elektron_analog_rytm_mkii,BD Silky: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_136,elektron_analog_rytm_mkii,BD Silky: Hold,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_137,elektron_analog_rytm_mkii,BD Silky: Dust Level,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_138,elektron_analog_rytm_mkii,BD Silky: VCO Click,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_139,elektron_analog_rytm_mkii,BD Silky: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_140,elektron_analog_rytm_mkii,BD Acoustic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_141,elektron_analog_rytm_mkii,BD Acoustic: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_142,elektron_analog_rytm_mkii,BD Acoustic: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_143,elektron_analog_rytm_mkii,BD Acoustic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_144,elektron_analog_rytm_mkii,BD Acoustic: Hold Time,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_145,elektron_analog_rytm_mkii,BD Acoustic: Impact,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_146,elektron_analog_rytm_mkii,BD Acoustic: Waveform,,1,7,0,11
elektron_analog_rytm_mkii_nrpn_147,elektron_analog_rytm_mkii,BD Acoustic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_148,elektron_analog_rytm_mkii,SD Natural: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_149,elektron_analog_rytm_mkii,SD Natural: Noise Decay,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_150,elektron_analog_rytm_mkii,SD Natural: Noise Balance,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_151,elektron_analog_rytm_mkii,SD Natural: Body Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_152,elektron_analog_rytm_mkii,SD Natural: Noise HPF,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_153,elektron_analog_rytm_mkii,SD Natural: Noise LPF,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_154,elektron_analog_rytm_mkii,SD Natural: Noise Resonance,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_155,elektron_analog_rytm_mkii,SD Natural: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_156,elektron_analog_rytm_mkii,SD Hard: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_157,elektron_analog_rytm_mkii,SD Hard: Sweep Time,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_158,elektron_analog_rytm_mkii,SD Hard: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_159,elektron_analog_rytm_mkii,SD Hard: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_160,elektron_analog_rytm_mkii,SD Hard: Tick Level,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_161,elektron_analog_rytm_mkii,SD Hard: Noise Decay,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_162,elektron_analog_rytm_mkii,SD Hard: Noise Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_163,elektron_analog_rytm_mkii,SD Hard: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_164,elektron_analog_rytm_mkii,SD Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_165,elektron_analog_rytm_mkii,SD Classic: Detune,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_166,elektron_analog_rytm_mkii,SD Classic: Osc Balance,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_167,elektron_analog_rytm_mkii,SD Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_168,elektron_analog_rytm_mkii,SD Classic: Snap Amount,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_169,elektron_analog_rytm_mkii,SD Classic: Noise Decay,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_170,elektron_analog_rytm_mkii,SD Classic: Noise Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_171,elektron_analog_rytm_mkii,SD Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_172,elektron_analog_rytm_mkii,SD FM: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_173,elektron_analog_rytm_mkii,SD FM: FM Tune,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_174,elektron_analog_rytm_mkii,SD FM: FM Decay Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_175,elektron_analog_rytm_mkii,SD FM: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_176,elektron_analog_rytm_mkii,SD FM: FM Amount,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_177,elektron_analog_rytm_mkii,SD FM: Noise Decay,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_178,elektron_analog_rytm_mkii,SD FM: Noise Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_179,elektron_analog_rytm_mkii,SD FM: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_180,elektron_analog_rytm_mkii,SD Acoustic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_181,elektron_analog_rytm_mkii,SD Acoustic: Noise Decay,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_182,elektron_analog_rytm_mkii,SD Acoustic: Noise Level,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_183,elektron_analog_rytm_mkii,SD Acoustic: Body Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_184,elektron_analog_rytm_mkii,SD Acoustic: Hold Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_185,elektron_analog_rytm_mkii,SD Acoustic: Impact,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_186,elektron_analog_rytm_mkii,SD Acoustic: Sweep Depth,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_187,elektron_analog_rytm_mkii,SD Acoustic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_188,elektron_analog_rytm_mkii,RS Hard: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_189,elektron_analog_rytm_mkii,RS Hard: Sweep Time,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_190,elektron_analog_rytm_mkii,RS Hard: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_191,elektron_analog_rytm_mkii,RS Hard: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_192,elektron_analog_rytm_mkii,RS Hard: Symmetry,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_193,elektron_analog_rytm_mkii,RS Hard: Tick Level,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_194,elektron_analog_rytm_mkii,RS Hard: Noise Level,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_195,elektron_analog_rytm_mkii,RS Hard: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_196,elektron_analog_rytm_mkii,RS Classic: Tune Osc 1,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_197,elektron_analog_rytm_mkii,RS Classic: Tune Osc 2,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_198,elektron_analog_rytm_mkii,RS Classic: Osc Balance,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_199,elektron_analog_rytm_mkii,RS Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_200,elektron_analog_rytm_mkii,RS Classic: Symmetry,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_201,elektron_analog_rytm_mkii,RS Classic: Tick Level,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_202,elektron_analog_rytm_mkii,RS Classic: Noise Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_203,elektron_analog_rytm_mkii,RS Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_204,elektron_analog_rytm_mkii,CP Classic: Clap Rate,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_205,elektron_analog_rytm_mkii,CP Classic: Clap Number,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_206,elektron_analog_rytm_mkii,CP Classic: Random Claps,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_207,elektron_analog_rytm_mkii,CP Classic: Clap Decay,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_208,elektron_analog_rytm_mkii,CP Classic: Noise Tone,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_209,elektron_analog_rytm_mkii,CP Classic: Noise Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_210,elektron_analog_rytm_mkii,CP Classic: Noise Level,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_211,elektron_analog_rytm_mkii,CP Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_212,elektron_analog_rytm_mkii,SY Raw: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_213,elektron_analog_rytm_mkii,SY Raw: Detune,,1,4,40,88
elektron_analog_rytm_mkii_nrpn_214,elektron_analog_rytm_mkii,SY Raw: Balance,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_215,elektron_analog_rytm_mkii,SY Raw: Osc 2 Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_216,elektron_analog_rytm_mkii,SY Raw: Osc 1 Wave,,1,5,0,6
elektron_analog_rytm_mkii_nrpn_217,elektron_analog_rytm_mkii,SY Raw: Osc 2 Wave,,1,6,0,1
elektron_analog_rytm_mkii_nrpn_218,elektron_analog_rytm_mkii,SY Raw: Noise Level,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_219,elektron_analog_rytm_mkii,SY Raw: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_220,elektron_analog_rytm_mkii,BT Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_221,elektron_analog_rytm_mkii,BT Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_222,elektron_analog_rytm_mkii,BT Classic: Snap,,1,5,0,3
elektron_analog_rytm_mkii_nrpn_223,elektron_analog_rytm_mkii,BT Classic: Noise Level,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_224,elektron_analog_rytm_mkii,BT Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_225,elektron_analog_rytm_mkii,XT classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_226,elektron_analog_rytm_mkii,XT classic: Sweep Time,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_227,elektron_analog_rytm_mkii,XT classic: Sweep Depth,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_228,elektron_analog_rytm_mkii,XT classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_229,elektron_analog_rytm_mkii,XT classic: Noise Tone,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_230,elektron_analog_rytm_mkii,XT classic: Noise Decay,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_231,elektron_analog_rytm_mkii,XT classic: Noise Level,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_232,elektron_analog_rytm_mkii,XT classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_233,elektron_analog_rytm_mkii,CH Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_234,elektron_analog_rytm_mkii,CH Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_235,elektron_analog_rytm_mkii,CH Classic: Color,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_236,elektron_analog_rytm_mkii,CH Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_237,elektron_analog_rytm_mkii,CH Metallic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_238,elektron_analog_rytm_mkii,CH Metallic: Decay Time,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_239,elektron_analog_rytm_mkii,CH Metallic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_240,elektron_analog_rytm_mkii,OH Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_241,elektron_analog_rytm_mkii,OH Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_242,elektron_analog_rytm_mkii,OH Classic: Noise Color,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_243,elektron_analog_rytm_mkii,OH Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_244,elektron_analog_rytm_mkii,OH Metallic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_245,elektron_analog_rytm_mkii,OH Metallic: Decay Time,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_246,elektron_analog_rytm_mkii,OH Metallic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_247,elektron_analog_rytm_mkii,HH Basic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_248,elektron_analog_rytm_mkii,HH Basic: Tone,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_249,elektron_analog_rytm_mkii,HH Basic: Transient Decay,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_250,elektron_analog_rytm_mkii,HH Basic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_251,elektron_analog_rytm_mkii,HH Basic: Osc Reset,,1,5,0,1
elektron_analog_rytm_mkii_nrpn_252,elektron_analog_rytm_mkii,HH Basic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_253,elektron_analog_rytm_mkii,HH Lab: Tune 1,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_254,elektron_analog_rytm_mkii,HH Lab: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_255,elektron_analog_rytm_mkii,HH Lab: Tune 2,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_256,elektron_analog_rytm_mkii,HH Lab: Tune 3,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_257,elektron_analog_rytm_mkii,HH Lab: Tune 4,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_258,elektron_analog_rytm_mkii,HH Lab: Tune 5,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_259,elektron_analog_rytm_mkii,HH Lab: Tune 6,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_260,elektron_analog_rytm_mkii,HH Lab: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_261,elektron_analog_rytm_mkii,CY Metallic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_262,elektron_analog_rytm_mkii,CY Metallic: Tone,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_263,elektron_analog_rytm_mkii,CY Metallic: Transient Decay,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_264,elektron_analog_rytm_mkii,CY Metallic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_265,elektron_analog_rytm_mkii,CY Metallic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_266,elektron_analog_rytm_mkii,CY Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_267,elektron_analog_rytm_mkii,CY Classic: Tone,,1,4,0,127
elektron_analog_rytm_mkii_nrpn_268,elektron_analog_rytm_mkii,CY Classic: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_269,elektron_analog_rytm_mkii,CY Classic: Color,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_270,elektron_analog_rytm_mkii,CY Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_271,elektron_analog_rytm_mkii,CY Ride: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_272,elektron_analog_rytm_mkii,CY Ride: Cymbal Type,,1,4,0,3
elektron_analog_rytm_mkii_nrpn_273,elektron_analog_rytm_mkii,CY Ride: Hit Decay,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_274,elektron_analog_rytm_mkii,CY Ride: Tail Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_275,elektron_analog_rytm_mkii,CY Ride: Component 1,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_276,elektron_analog_rytm_mkii,CY Ride: Component 2,,1,6,0,127
elektron_analog_rytm_mkii_nrpn_277,elektron_analog_rytm_mkii,CY Ride: Component 3,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_278,elektron_analog_rytm_mkii,CY Ride: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_279,elektron_analog_rytm_mkii,CB Classic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_280,elektron_analog_rytm_mkii,CB Classic: Decay Time,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_281,elektron_analog_rytm_mkii,CB Classic: Detune,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_282,elektron_analog_rytm_mkii,CB Classic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_283,elektron_analog_rytm_mkii,CB Metallic: Tune,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_284,elektron_analog_rytm_mkii,CB Metallic: Decay Time,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_285,elektron_analog_rytm_mkii,CB Metallic: Detune,,1,3,0,127
elektron_analog_rytm_mkii_nrpn_286,elektron_analog_rytm_mkii,CB Metallic: Level,,1,0,0,127
elektron_analog_rytm_mkii_nrpn_287,elektron_analog_rytm_mkii,UT Noise: LP Frequency,,1,1,0,127
elektron_analog_rytm_mkii_nrpn_288,elektron_analog_rytm_mkii,UT Noise: LP Resonance,,1,5,0,127
elektron_analog_rytm_mkii_nrpn_289,elektron_analog_rytm_mkii,UT Noise: Attack,,1,7,0,127
elektron_analog_rytm_mkii_nrpn_290,elektron_analog_rytm_mkii,UT Noise: Decay,,1,2,0,127
elektron_analog_rytm_mkii_nrpn_291,elektron_analog_rytm_mkii,UT Noise: HP Frequency,,1,6,0,127
