id,brand,device_name,midi_thru,midi_clock,phantom_power
chase_bliss_audio_bliss_factory,Chase Bliss Audio,Bliss Factory,None,false,None
chase_bliss_audio_generation_loss_mkii,Chase Bliss Audio,Generation Loss MKII,false,false,None
chase_bliss_audio_dark_world,Chase Bliss Audio,Dark World,false,false,None
chase_bliss_audio_reverse_mode_c,Chase Bliss Audio,Reverse Mode C,false,true,None
chase_bliss_audio_tonal_recall,Chase Bliss Audio,Tonal Recall,false,true,None
chase_bliss_audio_brothers,Chase Bliss Audio,Brothers,None,false,None
chase_bliss_audio_blooper,Chase Bliss Audio,Blooper,None,false,None
chase_bliss_audio_billy_strings_wombtone,Chase Bliss Audio,Billy Strings Wombtone,false,false,None
chase_bliss_audio_preamp_mkii,Chase Bliss Audio,Preamp MkII,true,false,None
chase_bliss_audio_generation_loss_mki,Chase Bliss Audio,Generation Loss MKI,false,false,None
chase_bliss_audio_ayahuasca,Chase Bliss Audio,Ayahuasca,false,false,None
chase_bliss_audio_gravitas,Chase Bliss Audio,Gravitas,false,true,None
chase_bliss_audio_spectre,Chase Bliss Audio,Spectre,false,true,None
chase_bliss_audio_clean,Chase Bliss Audio,Clean,unknown,unknown,unknown
fractal_audio_systems_axe-fx_ii_xl+,Fractal Audio Systems,Axe-Fx II XL+,false,false,None
fractal_audio_systems_ax8,Fractal Audio Systems,AX8,false,false,None
fractal_audio_systems_axe-fx_ii_xl,Fractal Audio Systems,Axe-Fx II XL,false,false,None
fractal_audio_systems_axe-fx_ii,Fractal Audio Systems,Axe-Fx II,false,false,None
fractal_audio_systems_fx8,Fractal Audio Systems,FX8,false,false,None
hughes_&_kettner_grandmeister_deluxe_40,Hughes & Kettner,GrandMeister Deluxe 40,false,false,None
hughes_&_kettner_triamp_mk3,Hughes & Kettner,TriAmp Mk3,false,false,None
digitech_whammy_dt,DigiTech,Whammy DT,false,false,None
digitech_bass_whammy,DigiTech,Bass Whammy,false,false,None
digitech_whammy,DigiTech,Whammy,false,false,None
evh_5150iii_100s_head,EVH,5150III 100S HEAD,false,false,None
evh_5150iii_50w_head,EVH,5150III 50W HEAD,false,false,None
evh_5150iii_50w_el34_2x12_combo,EVH,5150III 50W EL34 2X12 COMBO,false,false,None
evh_5150iii_50w_el34_head,EVH,5150III 50W EL34 HEAD,false,false,None
evh_5150iii_50w_6l6_1x12_combo,EVH,5150III 50W 6L6 1X12 COMBO,false,false,None
evh_5150iii_50s_6l6_head,EVH,5150III 50S 6L6 HEAD,false,false,None
evh_5150iii_50w_el34_1x12_combo,EVH,5150III 50W EL34 1X12 COMBO,false,false,None
evh_5150iii_50w_6l6_2x12_combo,EVH,5150III 50W 6L6 2X12 COMBO,false,false,None
evh_5150iii_50w_6l6_head,EVH,5150III 50W 6L6 HEAD,false,false,None
evh_5150iii_100w_head,EVH,5150III 100W HEAD,false,false,None
evh_5150iiis_100w_el34_head,EVH,5150IIIS 100W EL34 HEAD,false,false,None
free_the_tone_ta-1h_tri_avatar,Free The Tone,TA-1H Tri Avatar,false,false,None
free_the_tone_flight_time_ft-2y,Free The Tone,Flight Time FT-2Y,false,false,None
free_the_tone_pa-1qg,Free The Tone,PA-1QG,false,false,None
free_the_tone_pa-1qb,Free The Tone,PA-1QB,false,false,None
free_the_tone_pa-1qa,Free The Tone,PA-1QA,false,false,None
free_the_tone_ff-1y,Free The Tone,FF-1Y,true,false,None
free_the_tone_as-1r_ambi_space,Free The Tone,AS-1R Ambi Space,false,false,None
ksr_amplification_artemis_100,KSR Amplification,Artemis 100,false,false,None
ksr_amplification_colossus_h-100,KSR Amplification,Colossus H-100,false,false,None
ksr_amplification_gemini_100,KSR Amplification,Gemini 100,false,false,None
seymour_duncan_andromeda,Seymour Duncan,Andromeda,false,false,None
old_blood_noise_endeavors_dark_star_stereo_soundscape_reverb,Old Blood Noise Endeavors,Dark Star Stereo Soundscape Reverb,false,false,None
sheeran_looper+,Sheeran,Looper+,false,false,None
sheeran_looperx,Sheeran,looperx,false,false,None
two_notes_audio_engineering_torpedo_c.a.b._(v4_firmware),Two Notes Audio Engineering,Torpedo C.A.B. (v4 firmware),false,false,None
two_notes_audio_engineering_torpedo_live_v4_firmware,Two Notes Audio Engineering,Torpedo Live v4 firmware,false,false,None
two_notes_audio_engineering_opus,Two Notes Audio Engineering,Opus,false,false,None
two_notes_audio_engineering_torpedo_studio,Two Notes Audio Engineering,Torpedo Studio,false,false,None
two_notes_audio_engineering_torpedo_captor_x,Two Notes Audio Engineering,Torpedo Captor X,false,false,None
two_notes_audio_engineering_torpedo_live_v3_firmware,Two Notes Audio Engineering,Torpedo Live v3 firmware,false,false,None
singular_sound_beatbuddy,Singular Sound,BeatBuddy,true,true,None
singular_sound_aeros_looper,Singular Sound,Aeros Looper,true,true,true
suhr_hedgehog,Suhr,Hedgehog,false,false,None
suhr_pt-100,Suhr,PT-100,false,false,None
suhr_discovery,Suhr,Discovery,true,false,None
freds_labs_buzzy!,Freds Labs,Buzzy!,false,false,None
oto_machines_boum,OTO Machines,BOUM,false,false,None
oto_machines_bim,OTO Machines,BIM,false,false,None
oto_machines_bam,OTO Machines,BAM,false,false,None
oto_machines_biscuit,OTO Machines,Biscuit,false,false,None
that_worship_sound_worship_essentials_2,That Worship Sound,Worship Essentials 2,false,false,None
that_worship_sound_worship_guitar_essentials_2,That Worship Sound,Worship Guitar Essentials 2,false,false,None
flower_pedals_dahlia_dual_analog_delay,Flower Pedals,Dahlia Dual Analog Delay,false,false,None
flower_pedals_sunflower,Flower Pedals,Sunflower,false,false,None
sound_sculpture_switchblade_8f,Sound Sculpture,Switchblade 8F,true,false,None
hologram_electronics_chroma_console,Hologram Electronics,Chroma Console,true,true,None
hologram_electronics_dream_sequence,Hologram Electronics,Dream Sequence,false,false,None
hologram_electronics_microcosm,Hologram Electronics,Microcosm,true,true,None
gamechanger_audio_bigsby,Gamechanger Audio,Bigsby,false,false,None
opfxs_v-uno,OPFXS,v-uno,false,false,None
tastychips_gr1,TastyChips,GR1,false,false,None
marshall_dsl40cr,Marshall,DSL40CR,false,false,None
jackson_audio_el_guapo,Jackson Audio,El Guapo,false,false,None
jackson_audio_the_optimist,Jackson Audio,The Optimist,false,false,None
jackson_audio_golden_boy,Jackson Audio,Golden Boy,false,false,None
jackson_audio_broken_arrow,Jackson Audio,Broken Arrow,false,false,None
jackson_audio_new_wave,Jackson Audio,New Wave,false,false,None
jackson_audio_bloom,Jackson Audio,Bloom,false,false,None
jackson_audio_asabi,Jackson Audio,Asabi,false,false,None
the_montreal_assembly_856forzellersasn,the montreal assembly,856forzellersasn,false,true,None
kernom_moho,Kernom,Moho,false,false,None
kernom_ridge,Kernom,Ridge,false,false,None
morningstar_engineering_mc6_mkii,Morningstar Engineering,MC6 MKII,true,false,true
morningstar_engineering_ml5r,Morningstar Engineering,ML5R,true,false,None
morningstar_engineering_mc8,Morningstar Engineering,MC8,true,false,true
morningstar_engineering_mc6_pro,Morningstar Engineering,MC6 PRO,true,true,true
morningstar_engineering_ml5,Morningstar Engineering,ML5,true,false,None
morningstar_engineering_mc3,Morningstar Engineering,MC3,false,false,None
morningstar_engineering_ml10x,Morningstar Engineering,ML10X,true,false,None
g-lab_midi_4_x_loop-er,G-LAB,MIDI 4 X LOOP-er,false,false,None
g-lab_midi_2_x_loop-er,G-LAB,MIDI 2 X LOOP-er,false,false,None
g-lab_bc-1,G-LAB,BC-1,true,false,None
headrush_mx5,Headrush,MX5,false,false,None
headrush_gigboard,Headrush,Gigboard,false,false,None
headrush_looperboard,Headrush,Looperboard,true,false,None
headrush_pedalbaord,Headrush,Pedalbaord,false,false,None
neunaber_illumine,Neunaber,Illumine,false,false,None
neunaber_neuron,Neunaber,Neuron,false,false,None
kinotone_ribbons,Kinotone,Ribbons,false,false,None
laney_bbc_the_difference_engine,Laney,BBC The Difference Engine,true,true,None
jet_pedals_lamb,Jet Pedals,Lamb,false,false,None
jet_pedals_revelation_reverb_2.0,Jet Pedals,Revelation Reverb 2.0,false,false,None
sunday_sounds_sunday_guitar_2,Sunday Sounds,Sunday Guitar 2,false,false,None
sunday_sounds_sunday_keys_2020,Sunday Sounds,Sunday Keys 2020,false,false,None
tc_helicon_voicelive_3_extreme,TC Helicon,Voicelive 3 Extreme,false,false,None
tc_helicon_voicelive_touch_2,TC Helicon,Voicelive Touch 2,false,false,None
tc_helicon_voicelive_rack,TC Helicon,Voicelive Rack,false,false,None
tc_helicon_voicelive_3,TC Helicon,Voicelive 3,true,true,None
peavey_mini_mega,Peavey,Mini MEGA,false,false,None
panda_audio_future_impact,Panda Audio,Future Impact,false,false,None
hotone_ampero,Hotone,Ampero,false,false,None
hotone_ampero_2_stomp,Hotone,Ampero 2 Stomp,false,false,None
blackstar_amplification_silverline_stereo_deluxe,Blackstar Amplification,Silverline Stereo Deluxe,false,false,None
blackstar_amplification_silverline_deluxe,Blackstar Amplification,Silverline Deluxe,false,false,None
blackstar_amplification_amped_3,Blackstar Amplification,Amped 3,false,false,None
blackstar_amplification_silverline_deluxe_head,Blackstar Amplification,Silverline Deluxe Head,false,false,None
blackstar_amplification_amped_1,Blackstar Amplification,Amped 1,false,false,None
jmk_music_pedals_clockstep,JMK Music Pedals,CLOCKstep,false,false,None
mooer_ocean_machine,Mooer,Ocean Machine,false,false,None
mooer_ge300_lite,Mooer,GE300 LITE,false,false,None
mooer_ge300,Mooer,GE300,false,false,None
ramble_fx_kismet,Ramble FX,Kismet,false,false,None
fender_tone_master_pro,Fender,Tone Master Pro,false,false,None
wampler_pedals_terraform,Wampler Pedals,Terraform,false,false,None
wampler_pedals_pantheon,Wampler Pedals,pantheon,Yes,false,None
wampler_pedals_metaverse,Wampler Pedals,Metaverse,false,false,None
make_noise_co._0-coast,Make Noise Co.,0-COAST,false,false,None
stone_deaf_syncopy,Stone Deaf,Syncopy,false,false,None
stone_deaf_tremotron,Stone Deaf,Tremotron,false,false,None
positive_grid_bias_head,Positive Grid,Bias Head,false,false,None
positive_grid_bias_distortion_pro,Positive Grid,Bias Distortion Pro,false,false,None
positive_grid_bias_rack,Positive Grid,Bias Rack,false,false,None
poly_effects_verbs,Poly Effects,Verbs,false,false,None
poly_effects_flat_v,Poly Effects,Flat V,false,false,None
synergy_amps_syn2,Synergy Amps,SYN2,false,false,None
rjm_music_overture,RJM Music,Overture,false,false,None
rjm_music_mini_amp_gizmo,RJM Music,Mini Amp Gizmo,false,false,None
rjm_music_mastermind_pbc/10,RJM Music,Mastermind PBC/10,false,false,None
