Brand,Device,CC Count,NRPN Count,PC Count,Total Parameters,MIDI Thru,MIDI Clock,Phantom Power
Chase Bliss Audio,Bliss Factory,20,0,0,20,Yes,No,None
Chase Bliss Audio,Mood MkII,84,0,0,84,No,Yes,None
Chase Bliss Audio,Dark World,22,0,0,22,No,No,None
Chase Bliss Audio,Reverse Mode C,109,0,0,109,No,Yes,None
Chase Bliss Audio,Tonal Recall,19,0,0,19,No,Yes,None
Chase Bliss Audio,Brothers,22,0,0,22,Yes,No,None
Chase Bliss Audio,Blooper,26,0,0,26,Yes,No,None
Chase Bliss Audio,Billy Strings Wombtone,0,0,0,0,No,No,None
Chase Bliss Audio,Preamp MkII,14,0,0,14,Yes,No,None
Chase Bliss Audio,Generation Loss MKI,13,0,0,13,No,No,None
Chase Bliss Audio,Ayahuasca,15,0,0,15,No,No,None
Chase Bliss Audio,Gravitas,19,0,0,19,No,Yes,None
Chase Bliss Audio,Spectre,19,0,0,19,No,Yes,None
Chase Bliss Audio,Clean,75,0,0,75,Yes,Yes,unknown
Fractal Audio Systems,Axe-Fx II XL+,114,0,0,114,No,No,None
Fractal Audio Systems,AX8,72,0,0,72,No,No,None
Fractal Audio Systems,Axe-Fx II XL,114,0,0,114,No,No,None
Fractal Audio Systems,Axe-Fx II,114,0,0,114,No,No,None
Fractal Audio Systems,FX8,87,0,0,87,No,No,None
Hughes & Kettner,GrandMeister Deluxe 40,39,0,0,39,No,No,None
Hughes & Kettner,TriAmp Mk3,23,0,0,23,No,No,None
DigiTech,Whammy DT,1,0,0,1,No,No,None
DigiTech,Bass Whammy,1,0,0,1,No,No,None
DigiTech,Whammy,1,0,0,1,No,No,None
EVH,5150III 100S HEAD,2,0,0,2,No,No,None
EVH,5150III 50W HEAD,2,0,0,2,No,No,None
EVH,5150III 50W EL34 2X12 COMBO,2,0,0,2,No,No,None
EVH,5150III 50W EL34 HEAD,2,0,0,2,No,No,None
EVH,5150III 50W 6L6 1X12 COMBO,2,0,0,2,No,No,None
EVH,5150III 50S 6L6 HEAD,2,0,0,2,No,No,None
EVH,5150III 50W EL34 1X12 COMBO,2,0,0,2,No,No,None
EVH,5150III 50W 6L6 2X12 COMBO,2,0,0,2,No,No,None
EVH,5150III 50W 6L6 HEAD,2,0,0,2,No,No,None
EVH,5150III 100W HEAD,2,0,0,2,No,No,None
EVH,5150IIIS 100W EL34 HEAD,2,0,0,2,No,No,None
Free The Tone,TA-1H Tri Avatar,9,0,0,9,No,No,None
Free The Tone,Flight Time FT-2Y,75,0,0,75,No,No,None
Free The Tone,PA-1QG,13,0,0,13,No,No,None
Free The Tone,PA-1QB,13,0,0,13,No,No,None
Free The Tone,PA-1QA,13,0,0,13,No,No,None
Free The Tone,FF-1Y,43,0,0,43,Yes,No,None
Free The Tone,AS-1R Ambi Space,12,0,0,12,No,No,None
KSR Amplification,Artemis 100,121,0,0,121,No,No,None
KSR Amplification,Colossus H-100,121,0,0,121,No,No,None
KSR Amplification,Gemini 100,121,0,0,121,No,No,None
Seymour Duncan,Andromeda,25,0,0,25,No,No,None
Old Blood Noise Endeavors,blackfountain,20,0,0,20,Yes,Yes,unknown
Old Blood Noise Endeavors,Dark Star Stereo Soundscape Reverb,18,0,0,18,No,No,None
Sheeran,Looper+,24,0,0,24,No,No,None
Sheeran,looperx,92,0,0,92,No,No,None
Two Notes Audio Engineering,Torpedo C.A.B. (v4 firmware),282,0,0,282,No,No,None
Two Notes Audio Engineering,Torpedo Live v4 firmware,282,0,0,282,No,No,None
Two Notes Audio Engineering,Opus,69,0,0,69,No,No,None
Two Notes Audio Engineering,Torpedo Studio,345,0,0,345,No,No,None
Two Notes Audio Engineering,Torpedo Captor X,291,0,0,291,No,No,None
Two Notes Audio Engineering,Torpedo Live v3 firmware,140,0,0,140,No,No,None
Singular Sound,BeatBuddy,37,0,0,37,Yes,Yes,None
Singular Sound,Aeros Looper,111,0,0,111,Yes,Yes,true
Suhr,Hedgehog,9,0,0,9,No,No,None
Suhr,PT-100,15,0,0,15,No,No,None
Suhr,Discovery,20,0,0,20,Yes,No,None
Freds Labs,Buzzy!,31,0,0,31,No,No,None
OTO Machines,BOUM,13,0,0,13,No,No,None
OTO Machines,BIM,20,0,0,20,No,No,None
OTO Machines,BAM,12,0,0,12,No,No,None
OTO Machines,Biscuit,78,0,0,78,No,No,None
That Worship Sound,Worship Essentials 2,48,0,0,48,No,No,None
That Worship Sound,Worship Guitar Essentials 2,80,0,0,80,No,No,None
Flower Pedals,Dahlia Dual Analog Delay,35,0,0,35,No,No,None
Flower Pedals,Sunflower,20,0,0,20,No,No,None
Sound Sculpture,Switchblade 8F,12,0,0,12,Yes,No,None
Hologram Electronics,Chroma Console,61,0,0,61,Yes,Yes,None
Hologram Electronics,Dream Sequence,5,0,0,5,No,No,None
Hologram Electronics,Microcosm,35,0,0,35,Yes,Yes,None
Gamechanger Audio,Bigsby,31,0,0,31,No,No,None
OPFXS,v-uno,24,0,0,24,No,No,None
TastyChips,GR1,63,0,0,63,No,No,None
Marshall,DSL40CR,6,0,0,6,No,No,None
Jackson Audio,El Guapo,16,0,0,16,No,No,None
Jackson Audio,The Optimist,3,0,0,3,No,No,None
Jackson Audio,Golden Boy,7,0,0,7,No,No,None
Jackson Audio,Broken Arrow,7,0,0,7,No,No,None
Jackson Audio,New Wave,11,0,0,11,No,No,None
Jackson Audio,Bloom,9,0,0,9,No,No,None
Jackson Audio,Asabi,5,0,0,5,No,No,None
the montreal assembly,856forzellersasn,67,0,0,67,No,Yes,None
Kernom,Moho,9,0,0,9,No,No,None
Kernom,Ridge,9,0,0,9,No,No,None
Morningstar Engineering,MC6 MKII,26,0,0,26,Yes,No,true
Morningstar Engineering,ML5R,24,0,0,24,Yes,No,None
Morningstar Engineering,MC8,38,0,0,38,Yes,No,true
Morningstar Engineering,MC6 PRO,40,0,0,40,Yes,Yes,true
Morningstar Engineering,ML5,17,0,0,17,Yes,No,None
Morningstar Engineering,MC3,19,0,0,19,No,No,None
Morningstar Engineering,ML10X,26,0,0,26,Yes,No,None
G-LAB,MIDI 4 X LOOP-er,10,0,0,10,No,No,None
G-LAB,MIDI 2 X LOOP-er,10,0,0,10,No,No,None
G-LAB,BC-1,13,0,0,13,Yes,No,None
G-LAB,midiwoweewahmww1,8,0,0,8,Yes,Yes,unknown
Headrush,Pedalbaord,34,0,0,34,No,No,None
Headrush,MX5,25,0,0,25,No,No,None
Headrush,Gigboard,26,0,0,26,No,No,None
Headrush,Looperboard,86,0,0,86,Yes,No,None
Headrush,flexprime,43,0,0,43,Yes,Yes,unknown
Neunaber,Illumine,24,0,0,24,No,No,None
Neunaber,Neuron,14,0,0,14,No,No,None
Kinotone,Ribbons,44,0,0,44,No,No,None
Laney,BBC The Difference Engine,52,0,0,52,Yes,Yes,None
Jet Pedals,Lamb,11,0,0,11,No,No,None
Jet Pedals,Revelation Reverb 2.0,15,0,0,15,No,No,None
Sunday Sounds,Sunday Guitar 2,125,0,0,125,No,No,None
Sunday Sounds,Sunday Keys 2020,66,0,0,66,No,No,None
TC Helicon,Voicelive 3 Extreme,51,0,0,51,No,No,None
TC Helicon,Voicelive Touch 2,110,0,0,110,No,No,None
TC Helicon,Voicelive Rack,113,0,0,113,No,No,None
TC Helicon,Voicelive 3,27,0,0,27,Yes,Yes,None
Peavey,Mini MEGA,11,0,0,11,No,No,None
Panda Audio,Future Impact,16,0,0,16,No,No,None
Hotone,Ampero,60,0,0,60,No,No,None
Hotone,Ampero 2 Stomp,54,0,0,54,No,No,None
Blackstar Amplification,Silverline Stereo Deluxe,52,0,0,52,No,No,None
Blackstar Amplification,Silverline Deluxe,52,0,0,52,No,No,None
Blackstar Amplification,Amped 3,36,0,0,36,No,No,None
Blackstar Amplification,Silverline Deluxe Head,52,0,0,52,No,No,None
Blackstar Amplification,Amped 1,25,0,0,25,No,No,None
toneking,imperialtritubepreamp,20,0,0,20,No,No,None
JMK Music Pedals,CLOCKstep,23,0,0,23,No,No,None
Mooer,Ocean Machine,88,0,0,88,No,No,None
Mooer,GE300 LITE,35,0,0,35,No,No,None
Mooer,GE300,39,0,0,39,No,No,None
Ramble FX,Kismet,12,0,0,12,No,No,None
Fender,Tone Master Pro,18,0,0,18,No,No,None
Wampler Pedals,Terraform,1,0,0,1,No,No,None
Wampler Pedals,pantheon,8,0,0,8,Yes,No,None
Wampler Pedals,Metaverse,24,0,0,24,No,No,None
Make Noise Co.,0-COAST,73,0,0,73,No,No,None
Stone Deaf,Syncopy,26,0,0,26,No,No,None
Stone Deaf,Tremotron,19,0,0,19,No,No,None
Positive Grid,Bias Head,26,0,0,26,No,No,None
Positive Grid,Bias Distortion Pro,15,0,0,15,No,No,None
Positive Grid,Bias Rack,19,0,0,19,No,No,None
Poly Effects,Verbs,8,0,0,8,No,No,None
Poly Effects,Flat V,21,0,0,21,No,No,None
Synergy Amps,SYN2,7,0,0,7,No,No,None
Synergy Amps,syn20ir,6,0,0,6,No,No,true
RJM Music,Overture,18,0,0,18,No,No,None
RJM Music,Mini Amp Gizmo,16,0,0,16,No,No,None
RJM Music,Mastermind PBC/10,70,0,0,70,No,No,None
